Tipo,Temp_Aire,Temp_Proceso,Velocidad,Torque,Desgaste,Fallo,Tipo_Fallo,Consumo_Estimado,Gasto_Excesivo
M,303.4,311.8,2133,18.3,207,0,No Failure,39.0339,False
M,303.4,311.8,1341,47.0,210,1,Heat Dissipation Failure,63.027,True
L,303.4,311.7,1406,47.1,213,0,No Failure,66.2226,True
L,303.4,311.8,1306,61.0,215,1,Heat Dissipation Failure,79.666,True
L,303.3,311.7,1508,35.5,217,0,No Failure,53.534,False
L,303.3,311.6,1301,45.1,219,1,Heat Dissipation Failure,58.6751,False
L,303.3,311.7,1539,38.5,221,0,No Failure,59.2515,False
L,303.3,311.6,1484,44.6,223,0,No Failure,66.1864,True
L,303.2,311.5,1507,39.2,225,0,No Failure,59.074400000000004,False
L,303.2,311.5,1544,42.5,227,0,No Failure,65.62,True
L,303.2,311.5,1513,37.9,0,0,No Failure,57.342699999999994,False
M,303.2,311.5,1336,58.2,2,1,Heat Dissipation Failure,77.7552,True
M,303.2,311.4,2102,19.0,5,0,No Failure,39.938,False
L,303.2,311.4,1351,53.8,8,1,Heat Dissipation Failure,72.6838,True
L,303.3,311.5,1601,35.2,10,0,No Failure,56.3552,False
L,303.2,311.3,1393,52.9,12,0,No Failure,73.6897,True
L,303.3,311.3,1592,33.7,14,0,No Failure,53.650400000000005,False
L,303.3,311.3,1409,51.8,16,0,No Failure,72.9862,True
L,303.3,311.3,1393,47.4,18,0,No Failure,66.0282,True
H,303.2,311.2,1475,43.1,20,0,No Failure,63.5725,True
L,303.2,311.2,1427,45.6,25,0,No Failure,65.0712,True
L,303.3,311.2,1763,27.3,27,0,No Failure,48.1299,False
L,303.2,311.2,1363,46.7,29,1,Heat Dissipation Failure,63.652100000000004,True
L,303.2,311.2,1404,50.9,31,0,No Failure,71.46359999999999,True
M,303.2,311.2,1688,31.9,33,0,No Failure,53.847199999999994,False
L,303.3,311.4,1510,37.3,36,0,No Failure,56.32299999999999,False
H,303.3,311.3,1502,39.5,38,0,No Failure,59.329,False
H,303.2,311.4,1607,36.6,43,0,No Failure,58.8162,False
M,303.3,311.5,1384,54.8,48,0,No Failure,75.8432,True
L,303.4,311.7,1295,51.3,51,1,Heat Dissipation Failure,66.4335,True
H,303.4,311.7,1991,19.0,53,0,No Failure,37.829,False
L,303.4,311.6,1497,42.8,58,0,No Failure,64.0716,True
L,303.5,311.6,1465,48.7,60,0,No Failure,71.3455,True
L,303.5,311.6,1361,46.5,62,1,Heat Dissipation Failure,63.2865,True
L,303.6,311.7,1546,38.5,64,0,No Failure,59.521,False
H,303.7,311.9,1332,52.7,66,1,Heat Dissipation Failure,70.19640000000001,True
M,303.7,312.0,2663,11.4,71,1,Power Failure,30.3582,False
L,303.7,312.1,1443,45.9,74,0,No Failure,66.2337,True
M,303.7,312.0,1402,48.6,76,0,No Failure,68.13719999999999,True
L,303.7,312.0,1892,22.5,79,0,No Failure,42.57,False
M,303.6,312.0,1645,35.7,81,0,No Failure,58.72650000000001,False
L,303.6,311.9,1473,50.1,84,0,No Failure,73.7973,True
L,303.6,312.0,1309,52.9,86,1,Heat Dissipation Failure,69.24609999999998,True
H,303.6,311.9,1544,37.1,88,0,No Failure,57.2824,False
L,303.5,311.9,1344,49.3,93,1,Heat Dissipation Failure,66.25919999999999,True
M,303.6,311.9,1617,36.0,95,0,No Failure,58.212,False
M,303.6,312.0,1435,37.9,98,0,No Failure,54.3865,False
L,303.6,312.0,1391,50.3,101,0,No Failure,69.96730000000001,True
L,303.6,312.0,1827,23.3,103,0,No Failure,42.5691,False
L,303.5,312.0,1761,25.8,105,0,No Failure,45.433800000000005,False
L,303.5,312.1,1522,36.4,107,0,No Failure,55.4008,False
M,303.5,312.2,1818,23.6,109,0,No Failure,42.9048,False
H,303.6,312.2,1371,54.6,112,1,Heat Dissipation Failure,74.8566,True
L,303.7,312.3,1511,38.9,117,0,No Failure,58.7779,False
L,303.7,312.4,1404,46.6,119,0,No Failure,65.4264,True
L,303.7,312.3,1384,45.9,121,0,No Failure,63.5256,True
L,303.8,312.5,1368,52.6,123,0,No Failure,71.9568,True
L,303.7,312.5,1641,36.0,125,0,No Failure,59.076,False
L,303.9,312.6,1642,32.3,127,0,No Failure,53.0366,False
H,303.9,312.7,1401,50.0,129,0,No Failure,70.05,True
L,303.8,312.6,1577,41.3,134,0,No Failure,65.1301,True
L,303.7,312.6,1396,44.1,136,0,No Failure,61.5636,True
H,303.7,312.6,1514,35.5,138,0,No Failure,53.747,False
L,303.8,312.8,1646,35.8,143,0,No Failure,58.92679999999999,False
L,303.8,312.8,1443,40.7,145,0,No Failure,58.73010000000001,False
M,303.7,312.7,1469,48.5,147,0,No Failure,71.2465,True
H,303.7,312.7,1564,40.2,150,0,No Failure,62.872800000000005,True
H,303.6,312.6,1498,40.2,155,0,No Failure,60.21960000000001,True
L,303.6,312.6,1699,27.9,160,0,No Failure,47.4021,False
L,303.6,312.5,1431,49.0,162,0,No Failure,70.119,True
L,303.5,312.4,1390,47.3,164,0,No Failure,65.747,True
L,303.5,312.5,1380,46.1,166,0,No Failure,63.618,True
L,303.5,312.5,1457,46.4,168,0,No Failure,67.6048,True
L,303.5,312.5,1418,42.2,170,0,No Failure,59.839600000000004,False
M,303.5,312.5,1353,51.0,172,0,No Failure,69.003,True
L,303.5,312.4,1574,32.7,175,0,No Failure,51.469800000000006,False
M,303.5,312.4,1318,54.2,177,0,No Failure,71.43560000000001,True
L,303.6,312.5,1710,31.4,180,0,No Failure,53.694,False
L,303.7,312.6,1621,38.8,182,0,No Failure,62.8948,True
L,303.6,312.6,1606,33.6,184,0,No Failure,53.961600000000004,False
H,303.6,312.5,1375,54.0,186,0,No Failure,74.25,True
L,303.5,312.4,1503,36.5,191,0,No Failure,54.8595,False
L,303.5,312.3,1404,48.6,193,0,No Failure,68.23440000000001,True
L,303.4,312.2,1656,32.7,195,0,No Failure,54.1512,False
M,303.4,312.1,1499,39.4,197,0,No Failure,59.0606,False
M,303.4,312.0,1748,28.4,200,0,No Failure,49.6432,False
L,303.4,311.9,1531,37.9,203,0,No Failure,58.0249,False
M,303.3,311.8,1536,40.6,205,0,No Failure,62.3616,True
L,303.4,311.8,1401,53.0,208,1,Overstrain Failure,74.253,True
H,303.4,311.9,1534,33.2,210,0,No Failure,50.9288,False
L,303.4,312.0,1521,35.9,215,1,Tool Wear Failure,54.6039,False
L,303.5,312.1,1674,30.8,0,0,No Failure,51.559200000000004,False
M,303.6,312.1,1967,20.9,2,0,No Failure,41.110299999999995,False
L,303.6,312.2,1696,30.7,5,0,No Failure,52.0672,False
M,303.6,312.1,1627,32.5,7,0,No Failure,52.8775,False
L,303.5,311.9,1405,45.6,10,0,No Failure,64.068,True
L,303.5,311.9,1565,38.9,12,0,No Failure,60.8785,True
L,303.5,311.9,1493,38.7,14,0,No Failure,57.77910000000001,False
L,303.4,311.8,1499,45.0,16,0,No Failure,67.455,True
L,303.3,311.8,1692,30.6,18,0,No Failure,51.775200000000005,False
L,303.4,311.8,2268,15.8,20,0,No Failure,35.8344,False
L,303.4,311.8,1438,58.9,22,0,No Failure,84.6982,True
L,303.5,311.9,1515,39.2,24,0,No Failure,59.388000000000005,False
L,303.4,311.9,1491,38.2,26,0,No Failure,56.9562,False
L,303.5,312.0,1756,29.7,28,0,No Failure,52.1532,False
L,303.5,312.0,1366,54.5,30,1,Heat Dissipation Failure,74.447,True
L,303.5,312.0,1436,45.1,32,0,No Failure,64.7636,True
L,303.4,311.9,1377,41.6,34,1,Heat Dissipation Failure,57.28320000000001,False
M,303.4,311.9,1510,42.2,36,0,No Failure,63.72200000000001,True
M,303.4,311.9,1419,50.9,39,0,No Failure,72.2271,True
L,303.3,311.8,1315,62.0,42,1,Heat Dissipation Failure,81.53,True
H,303.3,311.8,1806,27.7,44,0,No Failure,50.026199999999996,False
H,303.3,311.8,1649,29.4,49,0,No Failure,48.480599999999995,False
H,303.4,311.9,1402,50.0,54,0,No Failure,70.1,True
L,303.4,311.9,1298,63.9,59,1,Heat Dissipation Failure,82.9422,True
M,303.3,311.8,1441,44.9,61,0,No Failure,64.7009,True
M,303.3,311.8,1489,49.4,64,0,No Failure,73.55659999999999,True
L,303.3,311.8,1842,24.5,67,0,No Failure,45.129,False
M,303.4,311.8,1316,50.9,69,1,Heat Dissipation Failure,66.9844,True
M,303.3,311.8,1583,33.3,72,0,No Failure,52.713899999999995,False
M,303.3,311.8,1548,33.5,75,0,No Failure,51.858,False
L,303.4,311.9,1434,44.6,78,0,No Failure,63.9564,True
H,303.5,312.0,1397,52.9,80,0,No Failure,73.9013,True
M,303.5,312.0,1475,42.9,85,0,No Failure,63.2775,True
L,303.5,312.0,1441,56.8,88,0,No Failure,81.8488,True
L,303.7,312.1,1363,51.8,90,1,Heat Dissipation Failure,70.6034,True
L,303.7,312.2,1619,34.9,92,0,No Failure,56.503099999999996,False
L,303.7,312.2,1487,34.0,94,0,No Failure,50.558,False
L,303.7,312.2,1568,33.8,96,0,No Failure,52.9984,False
L,303.7,312.3,1375,46.2,98,0,No Failure,63.525000000000006,True
M,303.6,312.3,1698,31.3,100,0,No Failure,53.147400000000005,False
L,303.7,312.3,1606,37.4,103,0,No Failure,60.06439999999999,True
L,303.7,312.3,1349,51.0,105,0,No Failure,68.799,True
L,303.7,312.4,1535,38.6,107,0,No Failure,59.251,False
M,303.6,312.4,1504,49.5,109,0,No Failure,74.448,True
L,303.5,312.3,1946,21.1,112,0,No Failure,41.06060000000001,False
L,303.5,312.1,1326,55.7,114,0,No Failure,73.8582,True
M,303.6,312.3,1915,22.3,116,0,No Failure,42.7045,False
L,303.6,312.3,1451,43.4,119,0,No Failure,62.9734,True
M,303.5,312.3,1624,34.8,121,0,No Failure,56.5152,False
L,303.6,312.4,1781,28.7,124,0,No Failure,51.1147,False
L,303.6,312.5,1345,54.1,126,0,No Failure,72.7645,True
L,303.6,312.4,1418,46.0,128,0,No Failure,65.228,True
L,303.7,312.4,1718,26.5,130,0,No Failure,45.527,False
M,303.7,312.4,1631,28.5,132,0,No Failure,46.4835,False
L,303.7,312.4,1513,40.1,135,0,No Failure,60.6713,True
L,303.7,312.4,1316,59.3,137,0,No Failure,78.03880000000001,True
M,303.7,312.4,1474,38.8,139,0,No Failure,57.191199999999995,False
L,303.8,312.5,1619,30.9,142,0,No Failure,50.0271,False
L,303.7,312.4,1702,31.2,144,0,No Failure,53.1024,False
M,303.7,312.4,1540,37.4,146,0,No Failure,57.596,False
M,303.7,312.4,1546,33.7,149,0,No Failure,52.1002,False
L,303.7,312.4,1348,51.0,152,0,No Failure,68.748,True
H,303.7,312.5,1520,35.6,154,0,No Failure,54.112,False
M,303.8,312.6,1527,41.9,159,0,No Failure,63.9813,True
M,303.8,312.6,1406,47.1,162,0,No Failure,66.2226,True
L,303.7,312.5,1462,46.2,165,0,No Failure,67.54440000000001,True
M,303.8,312.6,1684,29.3,167,0,No Failure,49.34120000000001,False
H,303.8,312.5,1655,28.0,170,0,No Failure,46.34,False
H,303.8,312.5,1748,25.1,175,0,No Failure,43.8748,False
L,303.8,312.5,1372,45.7,180,0,No Failure,62.7004,True
L,303.7,312.5,1481,33.3,182,0,No Failure,49.317299999999996,False
L,303.7,312.4,1512,39.2,184,0,No Failure,59.2704,False
L,303.7,312.5,1632,36.6,186,0,No Failure,59.7312,False
L,303.7,312.4,1525,43.9,188,0,No Failure,66.9475,True
M,303.7,312.3,1756,26.4,190,0,No Failure,46.358399999999996,False
L,303.7,312.3,1922,23.1,193,0,No Failure,44.3982,False
M,303.8,312.5,1448,44.3,195,0,No Failure,64.1464,True
H,303.8,312.5,1447,46.6,198,0,No Failure,67.4302,True
M,303.8,312.4,1597,33.4,203,0,No Failure,53.3398,False
M,303.7,312.4,1642,32.3,206,0,No Failure,53.0366,False
H,303.8,312.5,1525,38.0,209,0,No Failure,57.95,False
H,303.6,312.4,1460,53.7,214,0,No Failure,78.402,True
L,303.6,312.3,2168,17.7,219,0,No Failure,38.373599999999996,False
L,303.6,312.4,1388,41.9,221,0,No Failure,58.157199999999996,False
M,303.6,312.3,1630,32.4,223,0,No Failure,52.812,False
L,303.6,312.3,1616,29.3,226,0,No Failure,47.348800000000004,False
L,303.6,312.4,2232,16.8,0,0,No Failure,37.4976,False
H,303.6,312.4,1480,50.7,2,0,No Failure,75.036,True
L,303.6,312.4,1363,53.1,7,0,No Failure,72.37530000000001,True
H,303.6,312.4,1436,45.6,9,0,No Failure,65.4816,True
M,303.6,312.5,1607,33.7,14,0,No Failure,54.1559,False
M,303.6,312.5,1459,48.2,17,0,No Failure,70.3238,True
L,303.5,312.4,1481,43.7,20,0,No Failure,64.7197,True
M,303.5,312.4,1606,31.7,22,0,No Failure,50.910199999999996,False
L,303.5,312.3,1681,29.8,25,0,No Failure,50.0938,False
L,303.5,312.2,1511,37.1,27,0,No Failure,56.058099999999996,False
M,303.5,312.3,1593,35.2,29,0,No Failure,56.073600000000006,False
M,303.5,312.3,1532,41.7,32,0,No Failure,63.8844,True
H,303.5,312.3,1386,49.0,35,0,No Failure,67.914,True
H,303.4,312.3,1769,27.9,40,0,No Failure,49.3551,False
M,303.4,312.2,1561,38.2,45,0,No Failure,59.6302,False
L,303.3,312.2,1457,40.7,48,0,No Failure,59.2999,False
L,303.3,312.2,1506,40.0,50,0,No Failure,60.24,True
L,303.4,312.2,1337,69.4,52,1,Power Failure,92.7878,True
L,303.4,312.3,1287,54.8,54,0,No Failure,70.52759999999999,True
M,303.4,312.2,1615,35.7,56,0,No Failure,57.65550000000001,False
M,303.4,312.2,1972,23.5,59,0,No Failure,46.342,False
H,303.4,312.3,1522,42.1,62,0,No Failure,64.0762,True
L,303.4,312.3,1680,30.6,67,0,No Failure,51.408,False
L,303.4,312.3,1502,36.0,69,0,No Failure,54.072,False
M,303.5,312.3,1543,33.3,71,0,No Failure,51.381899999999995,False
L,303.5,312.3,1584,35.2,74,0,No Failure,55.756800000000005,False
L,303.5,312.4,1340,44.5,76,0,No Failure,59.63,False
L,303.4,312.3,1663,33.9,78,0,No Failure,56.375699999999995,False
M,303.3,312.1,1693,30.0,80,0,No Failure,50.79,False
L,303.3,312.1,1418,44.7,83,0,No Failure,63.384600000000006,True
H,303.4,312.2,1554,36.8,85,0,No Failure,57.1872,False
L,303.4,312.2,1580,35.8,90,0,No Failure,56.56399999999999,False
L,303.4,312.3,1479,42.8,92,0,No Failure,63.301199999999994,True
L,303.5,312.4,1284,70.6,94,1,Power Failure,90.65039999999999,True
L,303.4,312.3,1540,38.7,96,0,No Failure,59.598000000000006,False
M,303.5,312.4,1606,30.1,98,0,No Failure,48.34060000000001,False
L,303.6,312.5,1286,62.4,101,0,No Failure,80.2464,True
L,303.6,312.6,1502,39.5,103,0,No Failure,59.329,False
M,303.6,312.7,1699,31.5,105,0,No Failure,53.5185,False
L,303.5,312.6,1602,34.2,108,0,No Failure,54.7884,False
H,303.6,312.6,1436,42.0,110,0,No Failure,60.312,True
M,303.6,312.7,1765,27.5,115,0,No Failure,48.5375,False
L,303.6,312.7,1418,44.1,118,0,No Failure,62.5338,True
M,303.7,312.7,1669,31.7,120,0,No Failure,52.90729999999999,False
L,303.7,312.7,1395,53.9,123,0,No Failure,75.1905,True
M,303.8,312.7,1500,41.7,125,0,No Failure,62.550000000000004,True
M,303.8,312.7,1555,33.4,128,0,No Failure,51.937,False
M,303.8,312.7,1919,20.2,131,0,No Failure,38.763799999999996,False
L,303.8,312.7,1596,36.6,134,0,No Failure,58.4136,False
M,303.8,312.7,1374,53.6,136,0,No Failure,73.64640000000001,True
L,303.7,312.5,1670,26.1,139,0,No Failure,43.587,False
L,303.7,312.6,1702,29.1,141,0,No Failure,49.528200000000005,False
M,303.8,312.5,1366,45.1,143,0,No Failure,61.6066,True
M,303.8,312.5,2344,15.2,146,0,No Failure,35.6288,False
M,303.8,312.6,1768,23.9,149,0,No Failure,42.255199999999995,False
L,303.8,312.5,1523,47.0,152,0,No Failure,71.581,True
L,303.8,312.6,1735,25.9,154,0,No Failure,44.9365,False
L,303.9,312.7,1339,62.3,156,0,No Failure,83.41969999999999,True
L,303.9,312.7,1800,24.3,158,0,No Failure,43.74,False
M,304.0,312.7,1456,51.2,160,0,No Failure,74.5472,True
L,303.9,312.7,1789,24.4,163,0,No Failure,43.6516,False
L,303.9,312.7,1602,33.9,165,0,No Failure,54.30779999999999,False
M,303.8,312.7,1364,49.3,167,0,No Failure,67.2452,True
L,303.8,312.6,1793,28.1,170,0,No Failure,50.383300000000006,False
L,303.9,312.6,1426,53.4,172,0,No Failure,76.1484,True
M,303.9,312.7,1485,43.3,174,0,No Failure,64.3005,True
L,303.9,312.7,1528,38.4,177,0,No Failure,58.6752,False
L,303.8,312.6,1565,36.0,179,0,No Failure,56.34,False
L,303.8,312.7,1838,27.8,181,0,No Failure,51.0964,False
H,303.8,312.6,1811,24.9,183,0,No Failure,45.09389999999999,False
L,303.8,312.7,1461,38.2,188,0,No Failure,55.8102,False
L,303.8,312.7,1414,41.7,190,0,No Failure,58.963800000000006,False
L,303.7,312.7,1426,45.5,192,0,No Failure,64.883,True
L,303.7,312.7,1359,56.8,194,1,Overstrain Failure,77.1912,True
L,303.7,312.7,1540,44.8,196,0,No Failure,68.992,True
L,303.6,312.7,1429,47.7,198,0,No Failure,68.1633,True
M,303.7,312.7,1612,36.3,200,0,No Failure,58.5156,False
M,303.7,312.8,1685,31.8,203,0,No Failure,53.583,False
M,303.7,312.8,1558,37.7,206,0,No Failure,58.7366,False
L,303.7,313.0,1811,24.3,209,0,No Failure,44.0073,False
L,303.8,313.1,1869,25.8,211,0,No Failure,48.220200000000006,False
L,303.8,313.1,1256,58.7,213,1,Overstrain Failure,73.7272,True
M,303.8,313.0,1789,23.5,215,0,No Failure,42.0415,False
L,303.7,312.9,1502,40.5,0,0,No Failure,60.831,True
M,303.7,313.0,1303,54.4,2,0,No Failure,70.8832,True
L,303.8,313.1,2497,13.0,5,1,Power Failure,32.461,False
L,303.9,313.2,1499,37.4,7,0,No Failure,56.062599999999996,False
L,303.9,313.2,1393,46.5,9,0,No Failure,64.7745,True
M,303.9,313.0,1475,41.0,11,0,No Failure,60.475,True
L,303.8,312.9,1573,34.6,14,0,No Failure,54.4258,False
L,303.8,312.9,1819,23.7,16,0,No Failure,43.110299999999995,False
M,303.5,312.6,1642,29.4,18,0,No Failure,48.2748,False
L,303.6,312.6,1540,39.8,21,0,No Failure,61.291999999999994,True
M,303.6,312.8,1400,43.2,23,0,No Failure,60.480000000000004,True
M,303.6,312.8,2659,11.4,26,1,Power Failure,30.312600000000003,False
M,303.6,312.8,1825,25.2,29,0,No Failure,45.99,False
M,303.7,312.9,1532,41.3,32,0,No Failure,63.2716,True
L,303.7,312.8,1832,23.6,35,0,No Failure,43.235200000000006,False
M,303.6,312.7,2174,17.6,37,0,No Failure,38.2624,False
L,303.7,312.8,1627,31.7,40,0,No Failure,51.575900000000004,False
L,303.7,312.8,1437,51.3,42,0,No Failure,73.71809999999999,True
L,303.7,312.8,1364,46.3,44,0,No Failure,63.1532,True
M,303.7,312.9,1444,52.7,46,0,No Failure,76.0988,True
M,303.7,312.8,1366,47.3,49,0,No Failure,64.6118,True
L,303.8,312.9,1442,48.3,52,0,No Failure,69.64859999999999,True
H,303.7,312.8,1488,42.8,54,0,No Failure,63.68639999999999,True
L,303.7,312.8,1523,40.7,59,0,No Failure,61.98610000000001,True
L,303.7,312.8,1543,38.3,61,0,No Failure,59.09689999999999,False
M,303.7,312.8,1634,33.8,63,0,No Failure,55.2292,False
M,303.8,312.9,1815,27.8,66,0,No Failure,50.457,False
M,303.8,312.9,1594,35.2,69,0,No Failure,56.1088,False
L,303.8,313.0,1452,38.6,72,0,No Failure,56.047200000000004,False
L,303.9,313.0,1759,28.4,74,0,No Failure,49.9556,False
L,303.9,313.0,1408,47.5,76,0,No Failure,66.88,True
L,303.9,313.0,1483,45.0,78,0,No Failure,66.735,True
M,303.9,313.0,1620,36.6,80,0,No Failure,59.292,False
M,304.0,313.1,1466,39.5,83,0,No Failure,57.907,False
L,304.1,313.1,1556,36.3,86,0,No Failure,56.4828,False
L,304.0,313.0,1350,61.1,88,0,No Failure,82.485,True
L,304.0,313.1,1404,47.1,90,0,No Failure,66.12840000000001,True
M,304.0,313.0,1575,34.5,92,0,No Failure,54.3375,False
L,303.9,313.1,1639,29.0,95,0,No Failure,47.531,False
M,303.9,313.1,1473,42.8,97,0,No Failure,63.044399999999996,True
L,303.9,313.2,1481,40.0,100,0,No Failure,59.24,False
L,304.0,313.3,1294,54.6,102,0,No Failure,70.65240000000001,True
M,303.9,313.2,1630,29.3,104,0,No Failure,47.759,False
M,303.9,313.2,1624,39.8,107,0,No Failure,64.6352,True
M,303.9,313.1,1437,48.3,110,0,No Failure,69.40709999999999,True
M,303.8,313.0,1514,45.0,113,0,No Failure,68.13,True
M,304.0,313.1,1694,31.4,116,0,No Failure,53.1916,False
L,304.0,313.1,1564,50.9,119,0,No Failure,79.60759999999999,True
M,303.9,313.1,1514,41.1,121,0,No Failure,62.2254,True
M,304.0,313.2,1500,40.6,124,0,No Failure,60.9,True
L,304.0,313.2,1615,37.8,127,0,No Failure,61.04699999999999,True
M,304.1,313.2,1586,41.1,129,0,No Failure,65.1846,True
L,304.1,313.3,1732,28.5,132,0,No Failure,49.362,False
H,304.1,313.3,1689,32.5,134,0,No Failure,54.8925,False
H,304.1,313.2,1586,34.6,139,0,No Failure,54.875600000000006,False
L,304.0,313.2,1314,47.1,144,0,No Failure,61.8894,True
L,304.1,313.2,1569,35.8,146,0,No Failure,56.170199999999994,False
L,304.1,313.2,1468,39.4,148,0,No Failure,57.8392,False
L,304.1,313.2,1412,47.5,150,0,No Failure,67.07,True
M,304.1,313.2,1510,46.9,152,0,No Failure,70.819,True
M,304.1,313.2,1410,42.4,155,0,No Failure,59.784,False
M,304.1,313.3,1680,29.3,158,0,No Failure,49.224,False
H,304.0,313.2,1271,68.6,161,1,Power Failure,87.19059999999999,True
H,304.0,313.1,1472,45.5,166,0,No Failure,66.976,True
H,304.0,313.0,1701,30.4,171,0,No Failure,51.71039999999999,False
L,303.9,313.0,1480,39.9,176,0,No Failure,59.052,False
L,303.9,313.0,1433,48.4,178,0,No Failure,69.35719999999999,True
L,303.8,312.9,1514,34.3,180,0,No Failure,51.9302,False
L,303.8,312.9,1619,35.7,182,0,No Failure,57.798300000000005,False
H,303.8,312.9,1378,45.6,184,0,No Failure,62.836800000000004,True
M,303.9,312.9,1430,53.5,189,0,No Failure,76.505,True
L,303.8,312.9,1367,49.9,192,0,No Failure,68.2133,True
L,303.9,312.9,1526,42.5,194,0,No Failure,64.855,True
L,303.9,312.8,1419,47.9,196,0,No Failure,67.97009999999999,True
L,304.0,312.8,1542,42.7,198,0,No Failure,65.8434,True
L,304.0,312.9,1363,62.5,200,1,Overstrain Failure,85.1875,True
L,304.0,312.9,1313,53.9,202,0,No Failure,70.77069999999999,True
H,304.0,312.9,1495,46.6,0,0,No Failure,69.667,True
L,304.0,313.0,1407,42.1,5,0,No Failure,59.234700000000004,False
L,304.1,313.0,1566,37.2,7,0,No Failure,58.2552,False
L,304.1,313.1,1550,30.9,9,0,No Failure,47.895,False
M,304.2,313.2,1396,50.5,11,0,No Failure,70.498,True
M,304.3,313.3,1540,39.0,14,0,No Failure,60.06,True
M,304.2,313.2,1380,48.7,17,0,No Failure,67.206,True
M,304.2,313.1,1608,31.1,20,0,No Failure,50.0088,False
H,304.2,313.0,1442,40.9,23,0,No Failure,58.977799999999995,False
L,304.1,313.0,1408,45.3,28,0,No Failure,63.782399999999996,True
M,304.0,313.0,1454,46.8,30,0,No Failure,68.0472,True
L,304.1,313.1,1666,34.6,33,0,No Failure,57.643600000000006,False
L,304.1,313.2,1366,46.6,35,0,No Failure,63.6556,True
L,304.2,313.2,1464,44.9,37,0,No Failure,65.7336,True
L,304.3,313.3,1775,24.9,39,0,No Failure,44.1975,False
M,304.3,313.4,1482,43.8,41,0,No Failure,64.91159999999999,True
M,304.2,313.4,1411,54.8,44,0,No Failure,77.3228,True
L,304.2,313.3,1410,51.6,47,0,No Failure,72.756,True
M,304.1,313.3,1494,39.0,49,0,No Failure,58.266,False
H,304.1,313.2,1590,43.4,52,0,No Failure,69.006,True
L,304.1,313.1,1327,54.1,57,0,No Failure,71.7907,True
L,304.1,313.1,1969,20.8,59,0,No Failure,40.955200000000005,False
M,304.0,313.0,1377,56.0,61,0,No Failure,77.112,True
L,304.0,313.0,1541,45.9,64,0,No Failure,70.7319,True
M,304.0,313.0,1685,28.2,66,0,No Failure,47.517,False
L,304.0,313.1,1465,41.0,69,0,No Failure,60.065,True
M,303.9,313.1,1483,47.2,71,0,No Failure,69.9976,True
M,303.9,313.2,1570,40.7,74,0,No Failure,63.89900000000001,True
L,303.9,313.2,1345,48.2,77,0,No Failure,64.82900000000001,True
M,303.9,313.2,1608,40.6,79,0,No Failure,65.2848,True
M,304.0,313.3,1415,52.8,82,0,No Failure,74.712,True
M,304.1,313.5,1470,45.8,85,0,No Failure,67.326,True
M,304.1,313.5,1428,39.9,88,0,No Failure,56.977199999999996,False
H,304.2,313.5,1627,32.2,91,0,No Failure,52.3894,False
L,304.2,313.4,1457,49.4,96,0,No Failure,71.9758,True
L,304.2,313.4,1475,40.2,98,0,No Failure,59.29500000000001,False
L,304.2,313.5,1438,50.1,100,0,No Failure,72.0438,True
M,304.2,313.5,1437,47.2,102,0,No Failure,67.8264,True
M,304.1,313.4,1518,42.4,105,0,No Failure,64.36319999999999,True
M,304.1,313.5,1587,33.6,108,0,No Failure,53.32320000000001,False
L,304.1,313.4,1399,43.7,111,0,No Failure,61.136300000000006,True
L,304.1,313.5,1469,44.6,113,0,No Failure,65.5174,True
L,304.1,313.4,1374,56.6,115,0,No Failure,77.76840000000001,True
L,304.0,313.3,1519,36.7,117,0,No Failure,55.7473,False
L,303.9,313.2,1540,44.4,119,0,No Failure,68.376,True
L,303.9,313.3,1394,51.6,121,0,No Failure,71.9304,True
M,304.0,313.4,1389,45.8,123,0,No Failure,63.6162,True
M,304.0,313.5,1732,26.2,126,0,No Failure,45.3784,False
L,304.1,313.6,1556,37.4,129,0,No Failure,58.194399999999995,False
M,304.1,313.6,1441,43.7,131,0,No Failure,62.971700000000006,True
L,304.1,313.6,1382,46.7,134,0,No Failure,64.5394,True
M,304.2,313.8,1481,44.9,136,0,No Failure,66.4969,True
M,304.2,313.7,2113,18.4,139,0,No Failure,38.8792,False
L,304.2,313.8,1401,53.9,142,0,No Failure,75.51389999999999,True
L,304.1,313.6,1611,31.4,144,0,No Failure,50.58539999999999,False
M,304.2,313.6,1512,33.4,146,0,No Failure,50.5008,False
L,304.2,313.6,1411,46.0,149,0,No Failure,64.906,True
M,304.2,313.6,1424,43.7,151,0,No Failure,62.2288,True
L,304.2,313.6,1469,40.0,154,0,No Failure,58.76,False
H,304.2,313.5,1684,29.8,156,0,No Failure,50.18320000000001,False
M,304.2,313.5,1532,41.3,161,0,No Failure,63.2716,True
M,304.2,313.5,1557,37.3,164,0,No Failure,58.0761,False
M,304.3,313.5,1416,48.1,167,0,No Failure,68.1096,True
L,304.3,313.5,1802,25.4,170,0,No Failure,45.770799999999994,False
M,304.3,313.5,2245,15.1,172,0,No Failure,33.8995,False
L,304.2,313.4,1434,42.5,175,0,No Failure,60.945,True
M,304.1,313.3,1725,28.3,177,0,No Failure,48.8175,False
L,304.2,313.3,1668,35.7,180,0,No Failure,59.5476,False
L,304.1,313.3,1452,43.9,182,0,No Failure,63.742799999999995,True
L,304.1,313.3,1415,50.0,184,0,No Failure,70.75,True
L,304.1,313.2,1824,25.8,186,0,No Failure,47.059200000000004,False
L,304.1,313.3,1438,45.5,188,0,No Failure,65.429,True
